"tractid","total_population00","white_alone00","educational_attainment00","median_income00","median_rent00","income_category00","non_white00","total_population20","median_income20","median_home_value20","educational_attainment20","white_alone20","black_alone20","native_alone20","asian_alone20","native_hawaiian_pacific_islander20","some_other_race_alone20","two_or_more20","hispanic_or_latino20","income_category20","non_white_population20"
36059521400,NA,NA,NA,NA,NA,NA,NA,6752,125375,640400,2500,6212,7,0,367,0,25,18,123,"Very High Income",540
36059301900,NA,NA,NA,NA,NA,NA,NA,2870,187708,1229800,1379,2500,0,28,309,0,0,21,12,"Very High Income",370
36059304202,NA,NA,NA,NA,NA,NA,NA,3799,97107,338400,862,726,866,0,154,0,0,88,1965,"Very High Income",3073
36059406002,NA,NA,NA,NA,NA,NA,NA,3491,113264,384800,1123,2216,357,0,338,0,0,78,502,"Very High Income",1275
36059302200,NA,NA,NA,NA,NA,NA,NA,4189,89420,647700,1472,2109,306,0,762,0,92,87,833,"High Income",2080
36059518203,NA,NA,NA,NA,NA,NA,NA,4533,165577,1057200,1982,3695,127,0,539,0,0,22,150,"Very High Income",838
36059519704,NA,NA,NA,NA,NA,NA,NA,3198,134118,554000,1515,2368,0,0,709,0,0,0,121,"Very High Income",830
36059520100,NA,NA,NA,NA,NA,NA,NA,5624,114375,570000,2242,5109,8,0,329,0,0,59,119,"Very High Income",515
36059521602,NA,NA,NA,NA,NA,NA,NA,3181,123110,456600,970,2821,13,0,148,0,0,0,199,"Very High Income",360
36059300100,NA,NA,NA,NA,NA,NA,NA,5181,122083,2000001,1678,4746,67,0,125,0,0,147,96,"Very High Income",435
36059300800,NA,NA,NA,NA,NA,NA,NA,4208,97180,641000,1934,2194,239,0,1545,0,0,26,204,"Very High Income",2014
36059301102,NA,NA,NA,NA,NA,NA,NA,4595,104063,703500,1951,3355,163,0,318,0,17,28,714,"Very High Income",1240
36059302101,NA,NA,NA,NA,NA,NA,NA,4427,174489,1030000,2243,3547,37,12,567,0,0,97,179,"Very High Income",892
36059302300,NA,NA,NA,NA,NA,NA,NA,4572,154570,829500,2040,2300,56,24,1971,0,69,104,67,"Very High Income",2291
36059304001,NA,NA,NA,NA,NA,NA,NA,2451,126765,524500,813,1763,23,0,366,0,14,51,234,"Very High Income",688
36059404400,NA,NA,NA,NA,NA,NA,NA,5233,122865,568700,1857,4616,0,0,88,0,0,107,422,"Very High Income",617
36059404902,NA,NA,NA,NA,NA,NA,NA,5478,92894,371100,786,276,2891,0,372,0,68,277,1594,"Very High Income",5202
36059406400,NA,NA,NA,NA,NA,NA,NA,6972,145179,884100,3353,6656,0,0,55,0,0,90,171,"Very High Income",316
36059409300,NA,NA,NA,NA,NA,NA,NA,4468,94928,362700,786,3326,3,0,216,0,15,25,883,"Very High Income",1142
36059411800,NA,NA,NA,NA,NA,NA,NA,5960,101170,421300,1881,5062,146,0,93,0,29,87,543,"Very High Income",898
36059413002,NA,NA,NA,NA,NA,NA,NA,3815,96490,428400,843,3035,13,0,75,0,0,0,692,"Very High Income",780
36059413900,NA,NA,NA,NA,NA,NA,NA,7005,73472,275600,794,117,3652,59,10,0,0,128,3098,"High Income",6947
36059414001,NA,NA,NA,NA,NA,NA,NA,3969,95179,274300,374,50,2508,28,6,0,0,22,1355,"Very High Income",3919
36059414202,NA,NA,NA,NA,NA,NA,NA,4281,60833,296900,492,302,1849,10,10,8,10,23,2079,"High Income",3989
36059414700,NA,NA,NA,NA,NA,NA,NA,4717,125511,479500,1501,4021,55,0,249,0,0,59,333,"Very High Income",696
36059415201,NA,NA,NA,NA,NA,NA,NA,3429,150250,595100,1588,2906,218,0,69,0,0,48,188,"Very High Income",523
36059415802,NA,NA,NA,NA,NA,NA,NA,7029,142240,506900,2211,6504,30,0,39,0,0,86,370,"Very High Income",525
36059517400,NA,NA,NA,NA,NA,NA,NA,5085,115691,658000,2322,4390,170,0,52,0,0,113,360,"Very High Income",695
36059517705,NA,NA,NA,NA,NA,NA,NA,2948,250001,1901600,1507,2376,16,0,372,0,0,25,159,"Very High Income",572
36059518800,NA,NA,NA,NA,NA,NA,NA,3648,161964,618900,1558,2230,21,0,1176,0,9,71,141,"Very High Income",1418
36059518900,NA,NA,NA,NA,NA,NA,NA,7158,108750,429700,1719,2484,1451,0,2009,0,0,0,1214,"Very High Income",4674
36059519500,NA,NA,NA,NA,NA,NA,NA,6162,116553,443500,1731,3451,3,0,1570,0,59,66,1013,"Very High Income",2711
36059520900,NA,NA,NA,NA,NA,NA,NA,4759,134531,449900,1447,4358,56,0,43,0,13,53,236,"Very High Income",401
36059300500,NA,NA,NA,NA,NA,NA,NA,5173,123839,1223000,2393,4369,20,0,513,0,60,45,166,"Very High Income",804
36059301400,NA,NA,NA,NA,NA,NA,NA,2025,166635,730100,1071,1620,0,0,215,0,0,12,178,"Very High Income",405
36059301800,NA,NA,NA,NA,NA,NA,NA,5052,98110,886200,1873,2780,650,0,676,0,0,97,849,"Very High Income",2272
36059302501,NA,NA,NA,NA,NA,NA,NA,2625,177917,946400,1415,1837,0,13,696,0,0,5,87,"Very High Income",801
36059302700,NA,NA,NA,NA,NA,NA,NA,4510,102283,547900,1545,1932,0,0,2057,0,184,11,326,"Very High Income",2578
36059302800,NA,NA,NA,NA,NA,NA,NA,6563,122019,573700,2479,3150,202,0,2448,0,0,169,594,"Very High Income",3413
36059302900,NA,NA,NA,NA,NA,NA,NA,4512,139250,565800,1405,3103,41,34,1043,0,0,18,273,"Very High Income",1409
36059301101,NA,NA,NA,NA,NA,NA,NA,6627,86237,557000,2195,3626,9,37,1333,8,0,130,1484,"High Income",3001
36059411400,NA,NA,NA,NA,NA,NA,NA,6437,130273,623400,2462,5140,402,0,168,0,0,131,596,"Very High Income",1297
36059412100,NA,NA,NA,NA,NA,NA,NA,6287,93611,456700,1946,4726,28,36,241,0,22,69,1201,"Very High Income",1597
36059412302,NA,NA,NA,NA,NA,NA,NA,3535,110401,545300,1239,2484,205,0,81,0,0,54,711,"Very High Income",1051
36059412500,NA,NA,NA,NA,NA,NA,NA,4244,160882,657600,1889,3968,66,0,22,0,0,0,188,"Very High Income",276
36059413300,NA,NA,NA,NA,NA,NA,NA,6326,109761,447200,2289,5894,0,0,178,0,0,0,254,"Very High Income",432
36059413804,NA,NA,NA,NA,NA,NA,NA,3388,120238,412700,1130,2020,855,17,82,0,0,82,344,"Very High Income",1380
36059414502,NA,NA,NA,NA,NA,NA,NA,4075,92569,322700,1223,2385,384,0,141,0,0,138,1027,"Very High Income",1690
36059415401,NA,NA,NA,NA,NA,NA,NA,5381,132275,469300,1591,4719,13,0,86,0,0,133,430,"Very High Income",662
36059416500,NA,NA,NA,NA,NA,NA,NA,6102,62956,473500,1507,2573,1421,0,476,0,72,249,1311,"High Income",3529
36059416202,NA,NA,NA,NA,NA,NA,NA,4765,89158,370900,945,3132,18,19,101,0,0,16,1479,"High Income",1633
36059414201,NA,NA,NA,NA,NA,NA,NA,5247,62038,312000,900,786,1210,63,139,0,10,142,2960,"High Income",4524
36059415102,NA,NA,NA,NA,NA,NA,NA,4928,166341,597600,2257,4480,50,0,114,0,11,8,265,"Very High Income",448
36059416900,NA,NA,NA,NA,NA,NA,NA,4172,153462,706300,1962,3926,5,0,15,0,0,8,218,"Very High Income",246
36059517200,NA,NA,NA,NA,NA,NA,NA,8074,55699,378000,1475,2733,1292,68,297,0,440,254,3058,"Moderate Income",5409
36059517302,NA,NA,NA,NA,NA,NA,NA,5160,70114,473000,1368,3048,108,63,210,0,355,79,1297,"High Income",2112
36059519000,NA,NA,NA,NA,NA,NA,NA,6797,105724,394000,1556,3920,57,36,1598,0,12,96,1114,"Very High Income",2913
36059519300,NA,NA,NA,NA,NA,NA,NA,5665,80885,422200,1290,2810,77,0,1585,0,16,153,1024,"High Income",2855
36059519601,NA,NA,NA,NA,NA,NA,NA,4388,129297,471600,1934,3175,0,0,814,0,0,45,354,"Very High Income",1213
36059520001,NA,NA,NA,NA,NA,NA,NA,7294,104868,380600,2073,6049,1,0,590,0,22,32,600,"Very High Income",1245
36059301500,NA,NA,NA,NA,NA,NA,NA,3052,210972,1407100,1634,2543,0,0,341,0,3,31,134,"Very High Income",509
36059302502,NA,NA,NA,NA,NA,NA,NA,2719,161433,1702900,1458,1841,137,6,617,0,7,36,75,"Very High Income",878
36059303102,NA,NA,NA,NA,NA,NA,NA,4127,134688,620600,1571,1695,11,17,1807,33,48,208,308,"Very High Income",2432
36059303202,NA,NA,NA,NA,NA,NA,NA,4293,96550,546800,1150,1610,9,0,1698,0,123,0,853,"Very High Income",2683
36059407302,NA,NA,NA,NA,NA,NA,NA,4743,73571,324600,603,546,1614,22,116,0,170,219,2056,"High Income",4197
36059414301,NA,NA,NA,NA,NA,NA,NA,4170,56213,323400,693,974,1113,0,61,0,25,154,1843,"Moderate Income",3196
36059407401,NA,NA,NA,NA,NA,NA,NA,5346,62019,323200,762,735,2437,148,79,0,0,49,2046,"High Income",4759
36059407600,NA,NA,NA,NA,NA,NA,NA,5463,101448,480900,1809,3932,64,24,808,0,0,43,616,"Very High Income",1555
36059407700,NA,NA,NA,NA,NA,NA,NA,5153,124667,407400,1386,3285,4,0,625,0,26,67,1146,"Very High Income",1868
36059414600,NA,NA,NA,NA,NA,NA,NA,3791,125179,480400,1324,3220,81,0,184,0,0,0,306,"Very High Income",571
36059414800,NA,NA,NA,NA,NA,NA,NA,6742,130288,425900,2110,5898,99,0,294,0,0,113,338,"Very High Income",844
36059520600,NA,NA,NA,NA,NA,NA,NA,5964,123292,389400,1431,4385,214,0,268,0,15,19,1063,"Very High Income",1579
36059521601,NA,NA,NA,NA,NA,NA,NA,4225,111688,428200,1017,3929,22,0,69,0,0,26,179,"Very High Income",296
36059407402,NA,NA,NA,NA,NA,NA,NA,3863,68242,329900,575,498,1577,0,180,0,0,170,1438,"High Income",3365
36059407802,NA,NA,NA,NA,NA,NA,NA,1762,28917,170700,156,656,689,0,57,0,0,0,360,"Low Income",1106
36059405400,NA,NA,NA,NA,NA,NA,NA,9107,85592,420200,1416,3849,397,0,1422,0,173,565,2701,"High Income",5258
36059404800,NA,NA,NA,NA,NA,NA,NA,6732,87317,378500,1062,1433,2522,6,1009,0,8,95,1659,"High Income",5299
36059405200,NA,NA,NA,NA,NA,NA,NA,7018,91381,385900,1330,1449,1965,0,1371,0,47,350,1836,"Very High Income",5569
36059405302,NA,NA,NA,NA,NA,NA,NA,4582,95104,468000,906,3140,56,0,413,0,0,37,936,"Very High Income",1442
36059405600,NA,NA,NA,NA,NA,NA,NA,4545,103333,471300,1311,3374,35,0,649,0,0,0,487,"Very High Income",1171
36059405700,NA,NA,NA,NA,NA,NA,NA,4878,117813,472700,1461,3127,57,0,747,0,0,112,835,"Very High Income",1751
36059405900,NA,NA,NA,NA,NA,NA,NA,5204,127792,470700,1310,3463,516,0,167,0,36,191,831,"Very High Income",1741
36059406100,NA,NA,NA,NA,NA,NA,NA,3272,133500,447600,917,2111,315,0,131,0,0,26,689,"Very High Income",1161
36059406300,NA,NA,NA,NA,NA,NA,NA,3699,186471,730300,1733,3255,22,0,115,0,0,52,255,"Very High Income",444
36059407501,NA,NA,NA,NA,NA,NA,NA,4987,65071,288100,563,196,2335,0,80,0,4,26,2346,"High Income",4791
36059407900,NA,NA,NA,NA,NA,NA,NA,5926,66250,427300,2044,4338,416,0,426,0,0,244,502,"High Income",1588
36059409000,NA,NA,NA,NA,NA,NA,NA,5887,123803,365800,1162,4300,92,24,398,0,16,0,1081,"Very High Income",1611
36059409200,NA,NA,NA,NA,NA,NA,NA,6016,97156,355500,1387,4732,1,0,338,0,0,60,885,"Very High Income",1284
36059410200,NA,NA,NA,NA,NA,NA,NA,3875,113274,418200,1481,2813,153,22,286,0,0,173,444,"Very High Income",1078
36059412000,NA,NA,NA,NA,NA,NA,NA,5763,84427,423700,1800,3203,416,0,318,0,165,163,1498,"High Income",2560
36059519702,NA,NA,NA,NA,NA,NA,NA,5251,128750,628500,2592,4518,107,0,509,0,0,0,117,"Very High Income",733
36059520402,NA,NA,NA,NA,NA,NA,NA,4588,78220,361400,1205,3434,270,0,376,0,38,62,408,"High Income",1154
36059520502,NA,NA,NA,NA,NA,NA,NA,5375,111063,401400,1425,4732,150,0,159,0,0,84,250,"Very High Income",643
36059409900,NA,NA,NA,NA,NA,NA,NA,9307,110640,341500,2096,1386,3854,0,1323,13,401,223,2107,"Very High Income",7921
36059410500,NA,NA,NA,NA,NA,NA,NA,7146,104722,366100,2184,2188,1695,0,1135,0,141,403,1584,"Very High Income",4958
36059410600,NA,NA,NA,NA,NA,NA,NA,7318,109868,417200,2084,2367,1224,0,1103,0,0,61,2563,"Very High Income",4951
36059411000,NA,NA,NA,NA,NA,NA,NA,5447,66009,381500,640,2044,915,28,158,0,55,12,2263,"High Income",3431
36059411700,NA,NA,NA,NA,NA,NA,NA,6268,104516,439600,2385,4759,72,0,620,0,0,18,799,"Very High Income",1509
36059412301,NA,NA,NA,NA,NA,NA,NA,3407,73819,473500,1305,2205,47,0,197,0,105,30,823,"High Income",1202
36059412600,NA,NA,NA,NA,NA,NA,NA,3815,214219,877800,1931,3477,1,0,109,0,47,0,181,"Very High Income",338
36059412800,NA,NA,NA,NA,NA,NA,NA,3044,113750,398000,1034,2243,231,0,48,0,145,36,341,"Very High Income",801
36059413700,NA,NA,NA,NA,NA,NA,NA,4835,90588,368100,1089,2699,784,6,135,0,0,15,1202,"Very High Income",2142
36059412400,NA,NA,NA,NA,NA,NA,NA,5662,59073,384500,1815,3621,925,0,107,0,0,109,900,"Moderate Income",2041
36059413200,NA,NA,NA,NA,NA,NA,NA,5653,99769,412500,1871,5054,2,0,74,0,0,0,523,"Very High Income",599
36059414100,NA,NA,NA,NA,NA,NA,NA,6686,90591,346000,1297,608,3727,10,37,0,0,215,2099,"Very High Income",6088
36059414400,NA,NA,NA,NA,NA,NA,NA,5455,47819,319100,536,671,1219,175,0,0,28,19,3518,"Moderate Income",4959
36059416000,NA,NA,NA,NA,NA,NA,NA,4102,130370,430400,1203,3680,0,0,83,0,0,16,323,"Very High Income",422
36059416702,NA,NA,NA,NA,NA,NA,NA,4058,81750,344200,1709,3127,109,0,232,0,122,46,422,"High Income",931
36059517000,NA,NA,NA,NA,NA,NA,NA,3513,122083,683500,1496,2621,159,0,210,0,8,77,438,"Very High Income",892
36059517801,NA,NA,NA,NA,NA,NA,NA,3696,155625,1226900,1798,3312,21,0,142,0,13,24,184,"Very High Income",384
36059518502,NA,NA,NA,NA,NA,NA,NA,2982,102561,562900,1155,1407,97,0,1135,0,69,77,197,"Very High Income",1575
36059302102,NA,NA,NA,NA,NA,NA,NA,3762,172969,878400,2039,3061,4,0,411,0,0,0,286,"Very High Income",701
36059303302,NA,NA,NA,NA,NA,NA,NA,4200,90625,489600,1364,3250,110,89,129,0,19,100,503,"Very High Income",950
36059303800,NA,NA,NA,NA,NA,NA,NA,4918,89409,486000,1371,3336,65,0,578,0,0,64,875,"High Income",1582
36059405100,NA,NA,NA,NA,NA,NA,NA,8193,105000,374600,2041,1186,4849,13,667,0,225,196,1070,"Very High Income",7020
36059405800,NA,NA,NA,NA,NA,NA,NA,4096,114088,510900,1270,3264,12,0,345,0,87,20,368,"Very High Income",832
36059406600,NA,NA,NA,NA,NA,NA,NA,4172,135608,802400,2057,3858,0,0,143,0,0,95,76,"Very High Income",314
36059406900,NA,NA,NA,NA,NA,NA,NA,7097,48197,323100,597,298,3444,16,214,0,49,177,2899,"Moderate Income",6799
36059407000,NA,NA,NA,NA,NA,NA,NA,8063,59278,290800,898,182,4113,0,132,0,0,128,3508,"Moderate Income",7881
36059408000,NA,NA,NA,NA,NA,NA,NA,5991,111674,410800,1741,4590,137,0,741,0,9,0,514,"Very High Income",1401
36059409100,NA,NA,NA,NA,NA,NA,NA,5018,96505,347200,1215,3713,40,0,377,0,39,163,686,"Very High Income",1305
36059410800,NA,NA,NA,NA,NA,NA,NA,4751,94609,389900,1296,2511,655,0,873,0,0,32,680,"Very High Income",2240
36059411200,NA,NA,NA,NA,NA,NA,NA,6685,93558,524000,1768,5251,0,0,43,0,0,22,1369,"Very High Income",1434
36059411302,NA,NA,NA,NA,NA,NA,NA,6968,141281,630300,2640,6479,67,0,43,0,0,0,379,"Very High Income",489
36059411901,NA,NA,NA,NA,NA,NA,NA,3876,76898,404000,1124,2560,48,0,147,0,21,36,1064,"High Income",1316
36059413803,NA,NA,NA,NA,NA,NA,NA,3947,117500,391700,1346,1562,987,0,231,0,24,46,1097,"Very High Income",2385
36059517101,NA,NA,NA,NA,NA,NA,NA,5204,79067,430400,1067,2849,392,85,112,0,143,46,1648,"High Income",2426
36059415202,NA,NA,NA,NA,NA,NA,NA,3940,161292,612500,2054,3613,7,0,47,0,0,18,255,"Very High Income",327
36059415600,NA,NA,NA,NA,NA,NA,NA,5420,124737,477300,1809,4951,17,0,198,0,26,17,211,"Very High Income",469
36059517102,NA,NA,NA,NA,NA,NA,NA,2308,101932,493500,751,1700,56,0,209,0,0,12,331,"Very High Income",608
36059517701,NA,NA,NA,NA,NA,NA,NA,7783,218333,1667600,3791,5559,166,0,1622,0,28,122,286,"Very High Income",2224
36059518100,NA,NA,NA,NA,NA,NA,NA,2888,150208,640000,1165,2561,3,0,62,0,1,81,180,"Very High Income",327
36059519802,NA,NA,NA,NA,NA,NA,NA,5455,126396,471700,2141,4289,75,0,720,0,0,73,298,"Very High Income",1166
36059519900,NA,NA,NA,NA,NA,NA,NA,5366,134779,482500,1919,4843,63,15,251,0,0,0,209,"Very High Income",538
36059520401,NA,NA,NA,NA,NA,NA,NA,4131,94028,402200,1448,3047,69,14,355,0,0,36,610,"Very High Income",1084
36059520200,NA,NA,NA,NA,NA,NA,NA,3138,115446,393800,930,2522,2,0,299,0,0,64,251,"Very High Income",616
36059518201,NA,NA,NA,NA,NA,NA,NA,4384,225208,1557400,2220,3644,82,0,339,0,11,27,281,"Very High Income",740
36059518204,NA,NA,NA,NA,NA,NA,NA,4151,171111,730700,2297,3602,71,0,429,0,0,19,30,"Very High Income",549
36059518700,NA,NA,NA,NA,NA,NA,NA,5671,153411,585300,2363,3594,46,17,1921,0,0,0,93,"Very High Income",2077
36059520501,NA,NA,NA,NA,NA,NA,NA,3955,108564,374000,769,2907,0,0,377,0,28,19,624,"Very High Income",1048
36059521100,NA,NA,NA,NA,NA,NA,NA,4804,125304,443000,1352,4460,0,0,21,0,0,0,323,"Very High Income",344
36059521301,NA,NA,NA,NA,NA,NA,NA,2090,117375,442500,646,1933,13,0,12,0,0,0,132,"Very High Income",157
36059521802,NA,NA,NA,NA,NA,NA,NA,4320,107415,448700,1092,3678,12,0,117,0,0,18,495,"Very High Income",642
36059409800,NA,NA,NA,NA,NA,NA,NA,5780,108606,384600,1627,403,4168,0,436,0,61,195,517,"Very High Income",5377
36059408200,NA,NA,NA,NA,NA,NA,NA,6304,111399,418500,1524,4209,68,167,788,0,0,7,1065,"Very High Income",2095
36059408500,NA,NA,NA,NA,NA,NA,NA,6324,132422,470900,2378,5232,112,0,373,0,0,109,498,"Very High Income",1092
36059409500,NA,NA,NA,NA,NA,NA,NA,3896,113424,405400,1025,3372,0,0,198,0,11,15,300,"Very High Income",524
36059416402,NA,NA,NA,NA,NA,NA,NA,3156,100650,504700,1160,2616,214,0,37,0,28,9,252,"Very High Income",540
36059416801,NA,NA,NA,NA,NA,NA,NA,2103,104716,558000,804,1815,86,0,45,0,9,5,143,"Very High Income",288
36059416802,NA,NA,NA,NA,NA,NA,NA,3771,79632,456300,1718,3270,0,0,28,0,0,0,473,"High Income",501
36059521902,NA,NA,NA,NA,NA,NA,NA,4129,138036,602200,1485,3961,3,0,36,0,0,0,129,"Very High Income",168
36059522700,NA,NA,NA,NA,NA,NA,NA,4891,132875,456900,1390,4570,3,0,0,0,0,10,308,"Very High Income",321
36059407204,NA,NA,NA,NA,NA,NA,NA,2765,72022,314900,384,390,1244,83,44,0,0,64,940,"High Income",2375
36059407203,NA,NA,NA,NA,NA,NA,NA,3224,86875,312000,484,168,1816,13,86,0,0,148,1006,"High Income",3069
36059980100,NA,NA,NA,NA,NA,NA,NA,1045,0,0,0,683,97,0,89,0,6,55,115,"Low Income",362
36059981100,NA,NA,NA,NA,NA,NA,NA,1189,0,0,26,654,195,0,68,0,0,96,176,"Low Income",535
36059982100,NA,NA,NA,NA,NA,NA,NA,1428,0,0,36,672,227,2,139,0,0,126,262,"Low Income",756
36059990100,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"Low Income",0
36059990200,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"Low Income",0
36059990301,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"Low Income",0
36059304204,NA,NA,NA,NA,NA,NA,NA,4973,59392,338800,416,198,1679,0,45,0,0,51,3000,"Moderate Income",4775
36059990302,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"Low Income",0
36059990400,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"Low Income",0
36059304203,NA,NA,NA,NA,NA,NA,NA,5549,96875,323800,711,96,2940,15,0,17,20,0,2461,"Very High Income",5453
36059406701,NA,NA,NA,NA,NA,NA,NA,2895,68418,279200,475,289,943,0,45,0,11,69,1538,"High Income",2606
36059406702,NA,NA,NA,NA,NA,NA,NA,4699,35682,425000,760,766,2335,81,52,0,0,39,1426,"Moderate Income",3933
36059519703,NA,NA,NA,NA,NA,NA,NA,3344,153140,587000,1569,2492,15,52,494,0,0,92,199,"Very High Income",852
36059519801,NA,NA,NA,NA,NA,NA,NA,2539,128393,495100,970,1860,0,17,415,0,0,32,215,"Very High Income",679
36059520002,NA,NA,NA,NA,NA,NA,NA,4356,108553,455800,1416,3537,76,0,243,0,0,51,449,"Very High Income",819
36059519200,NA,NA,NA,NA,NA,NA,NA,6269,112125,428700,1702,3851,13,10,1362,0,31,104,898,"Very High Income",2418
36059520800,NA,NA,NA,NA,NA,NA,NA,3888,119861,439900,977,3421,18,0,100,0,0,1,348,"Very High Income",467
36059521200,NA,NA,NA,NA,NA,NA,NA,3058,112019,442000,819,2731,74,0,42,0,11,31,169,"Very High Income",327
36059521700,NA,NA,NA,NA,NA,NA,NA,4820,123274,470500,1494,4293,20,0,15,0,7,11,474,"Very High Income",527
36059521801,NA,NA,NA,NA,NA,NA,NA,3854,126644,431400,1054,3287,114,0,18,0,0,37,398,"Very High Income",567
36059300700,NA,NA,NA,NA,NA,NA,NA,6260,74598,350600,3112,4282,166,96,924,0,0,153,660,"High Income",1999
36059302000,NA,NA,NA,NA,NA,NA,NA,4886,118857,824200,2578,4109,22,0,511,0,0,43,201,"Very High Income",777
36059302400,NA,NA,NA,NA,NA,NA,NA,5294,113889,548600,1859,3401,2,82,1253,0,0,69,487,"Very High Income",1893
36059303000,NA,NA,NA,NA,NA,NA,NA,5821,116199,515900,1958,2313,12,29,2370,47,47,70,962,"Very High Income",3537
36059303900,NA,NA,NA,NA,NA,NA,NA,4337,140819,471600,1287,1383,2067,0,250,0,11,37,589,"Very High Income",2954
36059404600,NA,NA,NA,NA,NA,NA,NA,4328,129896,561400,1673,3595,34,0,224,0,0,18,457,"Very High Income",733
36059404901,NA,NA,NA,NA,NA,NA,NA,5652,104792,381300,1331,380,3938,0,563,0,70,153,548,"Very High Income",5272
36059406001,NA,NA,NA,NA,NA,NA,NA,4868,100212,409400,1141,3060,315,0,497,0,11,77,908,"Very High Income",1808
36059518501,NA,NA,NA,NA,NA,NA,NA,6901,174559,784400,3499,4279,197,0,2026,0,0,204,195,"Very High Income",2622
36059518000,NA,NA,NA,NA,NA,NA,NA,6104,92952,562600,2077,4743,170,0,237,0,294,73,587,"Very High Income",1361
36059518400,NA,NA,NA,NA,NA,NA,NA,4474,159474,630700,2050,3044,51,22,1056,0,0,75,226,"Very High Income",1430
36059519400,NA,NA,NA,NA,NA,NA,NA,4306,114821,430400,1136,3084,0,0,563,0,0,95,564,"Very High Income",1222
36059301000,NA,NA,NA,NA,NA,NA,NA,5829,158864,1190000,3135,5054,62,1,448,0,0,71,193,"Very High Income",775
36059301200,NA,NA,NA,NA,NA,NA,NA,6168,142679,844000,3029,4962,13,0,394,0,1,42,756,"Very High Income",1206
36059301700,NA,NA,NA,NA,NA,NA,NA,2739,250001,1505700,1454,2359,0,0,252,0,0,60,68,"Very High Income",380
36059303301,NA,NA,NA,NA,NA,NA,NA,3134,133681,517600,1109,2143,1,0,854,0,0,10,126,"Very High Income",991
36059303400,NA,NA,NA,NA,NA,NA,NA,2582,156397,815900,1116,2019,23,0,280,0,13,80,167,"Very High Income",563
36059303600,NA,NA,NA,NA,NA,NA,NA,7304,76898,457700,2578,3995,262,0,798,0,0,66,2183,"High Income",3309
36059404500,NA,NA,NA,NA,NA,NA,NA,4124,90250,498300,1454,3166,39,0,436,0,0,75,408,"Very High Income",958
36059407201,NA,NA,NA,NA,NA,NA,NA,5181,44958,281000,432,19,1543,38,16,0,0,22,3581,"Moderate Income",5200
36059407301,NA,NA,NA,NA,NA,NA,NA,7008,103309,669100,1630,4345,1121,14,502,0,0,211,815,"Very High Income",2663
36059410400,NA,NA,NA,NA,NA,NA,NA,5277,110319,386000,1227,862,2093,0,669,0,84,236,1333,"Very High Income",4415
36059407502,NA,NA,NA,NA,NA,NA,NA,5650,75979,320700,879,285,2684,51,46,0,12,81,2491,"High Income",5365
36059408800,NA,NA,NA,NA,NA,NA,NA,6988,97295,367200,1616,5215,189,0,578,0,0,58,948,"Very High Income",1773
36059409700,NA,NA,NA,NA,NA,NA,NA,4224,109875,393100,1357,3614,11,6,51,0,0,27,515,"Very High Income",610
36059520300,NA,NA,NA,NA,NA,NA,NA,6089,123087,408800,1547,5159,2,0,341,0,0,14,573,"Very High Income",930
36059413400,NA,NA,NA,NA,NA,NA,NA,5761,140167,541900,2307,5107,58,83,64,0,0,17,515,"Very High Income",737
36059415500,NA,NA,NA,NA,NA,NA,NA,2632,134286,447700,914,2286,32,8,15,0,0,33,258,"Very High Income",346
36059517301,NA,NA,NA,NA,NA,NA,NA,3117,69952,554700,1053,2279,120,0,42,0,11,62,603,"High Income",838
36059407102,NA,NA,NA,NA,NA,NA,NA,6454,86505,309900,999,228,3407,0,0,0,0,117,2702,"High Income",6226
36059410900,NA,NA,NA,NA,NA,NA,NA,6924,132619,443500,2652,2360,2138,0,1118,9,146,177,976,"Very High Income",4564
36059411100,NA,NA,NA,NA,NA,NA,NA,4857,48425,360400,393,878,1371,46,167,0,0,12,2383,"Moderate Income",3979
